Title,Posting URL,Price,Location,Posted on,Post Time,Updated on,Update time,Description
Custom 2008 Honda Element EX,http://albany.craigslist.org/cto/5692275135.html,$10000," (Mayfield, NY)",2016-07-20,13:29:55,2016-08-06,12:03:16,"
Selling my 2008 Honda Element EX AWD 5 spd manual with towing package, the ultimate E. This car has been a rad ""do-it-all"" adventure mobile. From hauling gear, to lumber store runs, to camping inside or on the roof, to towing my motorcycles, she has done it all and has killed it! Runs perfect, clean title, haven't had a single issue with it. I am the second owner, took it over around 70K, is at 126K now. Proper routine maintenance done myself since. Moving into a new season of life where a small car makes more sense for me. Honda VTEC 4 cyl with timing chain, low maintenance for sure. 

This thing just hauled everything I own and towed a motorcycle 1500 miles from Minneapolis, MN to the Adirondacks with absolutely no issues. She is a champ.

2008 Honda Element EX
129000 miles
All Wheel Drive
5 Speed Manual transmission
Fuel Economy: 21 city/25 highway
Towing package, Honda OEM class I hitch with wiring harness
Clean interior
Custom GOBI roof rack, fairing, rear ladder, with internal wiring for lights. Bought new for $1600. Good luck finding these anywhere but from GOBI. 600lb+ load capability, super functional.
Got in a fender bender in October 2015, insurance covered almost a complete new front end. Looks flawless (fresh paint, new radiator, AC/water pump, and many other small items) and works like new. Notice the small dent in the driver's side door; Murphy's Law. One week after the repairs a deer ran into me from the side of the road. Wasn't into dropping another deductible to fix it since it's cosmetic. Already took a few hundred off the asking price for that.
Black plasti dipped OEM wheels, badges, and some trim
40K on the all-weather tires, still plenty of life left

Recent updates:
New rear pads and rotors on 5/1
New rear sway bar links on 5/1
New spark plugs on 5/1
Fluids topped on 5/1

Asking $10,000

Not interested in trades, no tire kickers, price is firm. Text or email please! 

4x7' trailer for sale as well    "
Looking For Old Pedal Mopeds,http://albany.craigslist.org/mcy/5706251742.html,Not Listed, (Little Falls),2016-07-29,08:13:10,2016-08-11,16:37:58,"
I collect and restore old pedal mopeds from the 70's and 80's. Running rusty broken or in parts I'm interested. Email call or text. Some brands include Puch Tomos Sachs moped Motobecane Garelli Honda Suzuki Yamaha MB5 RX50 
Peugeot Derbi Minarelli. Thanks    "
215/55R17 Tires and Wheels,http://albany.craigslist.org/wto/5730199967.html,$750, (pleasant valley),2016-08-13,07:44:44,N/A,,"
4 almost new 215/55R17 Firestone WinterForce Tires and Wheels with Lug Nuts. Came off of 2015 Honda Accord.    "
2015 Honda CB500F,http://albany.craigslist.org/mcd/5727392113.html,$5299, (AMSTERDAM NY),2016-08-11,13:01:37,2016-08-15,13:19:48,"
www.outdoor-motor-sports.com

Dealership Information

Outdoor Motor Sports
	3953 State Highway 30
	Amsterdam, NY 12010
Phone: 
 show contact info

2015 Honda CB500F
Use the following link to view more information about this vehicle:
	http://www.outdoor-motor-sports.com/lc/1205238
BRAND NEW 2015 CB500FSpecial Craigslist pricing 5,299! Be sure to mention Craigslist when you call!WWW.OUTDOORCREDIT.COM TO FILL OUT A CREDIT APPLICATION

www.OutdoorTrailerSales.com www.Outdoor-Motor-Sports.com 
2015 HondaÂ® CB500FA More Comfortable Sportbike.The innovative CB500F expands riding enthusiasts' options with a modern and sporty 471cc sportbike. This image-conscious offering not only carries a full load of attitude, it also delivers a gratifying level of performance and versatility. The CB500F has a classic riding position, a 30.9-inch seat height and plenty of room for a variety of riders. It's an excellent choice for riders ready to move up a displacement class, or for anyone who appreciates a great middleweight motorcycle.Features May Include:Classic Riding PositionIf you're not ready for a full racer's position, you'll appreciate the CB500F's classic riding position. You can sit up straighter, without supporting your weight on your arms. It's a great choice when you're riding around town or commuting, and you can always tuck in tighter when you want to. And it's more comfortable for passengers.Confidence Is Built-InAs a lighter bike in the 500 class, the CB500F is easier to handle, whether it's putting it up on the side stand or paddling it backwards into a parking space. And its low seat height makes it easier to plant both feet securely on the ground at stoplights.Parallel Twin-Cylinder EngineBuilt with a high performance liquid-cooled 471cc DOHC parallel twin engine that offers accessible power and a comfortable ride across all RPM ranges.Wanna Ride? We Can Help!If you're curious about riding, our Learn To Ride site is just what you need. We'll guide you along every step of the way, telling you what to expect. Helping you find and schedule training. Getting gear. Figuring out which bike is right for you. And what to expect at the dealer.
Vehicle Details



Year: 2015



Make: HondaÂ®



Model: CB500F





Stock #: 200319

 "
HONDA 500 FOREMAN POWER STR. NEW 2015 !!,http://albany.craigslist.org/snd/5674318725.html,Not Listed, (JAF HONDA),2016-07-09,08:22:36,2016-07-22,21:39:51,"
SPECIAL PURCHASE ! NEW LEFTOVER ! YOUR CHOICE SPECIAL BLK. COLOR ! SAVE $$ JAF HONDA 
show contact info
"
2010 Hyundai Santa Fe Limited 4dr AWD LOADED Hyundai SUV On Sale *CALL,http://albany.craigslist.org/ctd/5723840577.html,$13495, (*Hyundai* *Santa Fe*),2016-08-09,10:56:42,N/A,,"
       
        Tower Auto Sales

            Call Us : (518) 213-5275


        General Information
    


Year : 2010
            

Make : *Hyundai*
            

Model : *Santa Fe*
            

Exterior Color : BK
        

Interior Color : Unspecified
                

Fuel : GAS
                

Transmission : AUTOMATIC
                

Engine : 3.5L V6
                

Stock Number : 9142
        

VIN Number : 5NMSK4AG0AH362577
        

Miles : 88695
            

Price : 

          
                $ 13495
          
            



        Vehicle Information
    



Description : 

                        Our 2010 Santa Fe Limited offers a practical size, roomy interior, a combination of responsive performance and commendable fuel economy! A 3.5 liter V6 powers this All Wheel Drive beauty.    It s a great choice for dealing with urban and suburban traffic, taking the family on a vacation, or hauling random stuff from one spot to another. Great news!Check out the AM/FM stereo, MP3 jack, Bluetooth, Leather, sunroof, and more! Even better news!  Hyundai vehicles are proving to have commendable levels of reliability and quality, and our Santa Fe is a viable alternative to crossover utility vehicles from other manufacturers. Print this page and call us Now... We Know You Will Enjoy Your Test Drive Towards Ownership! Stop in today at Tower Auto Sales or give us a call at 518-382-8397!

Options : 

                        Roof-mounted micro-style antennae,Bluetooth hands-free phone system,Chrome grille surround,18x 7 Euroflange alloy wheels,Dark gray body-side molding,Body-color rear spoiler,2-speed variable intermittent wipers,Roof rack cross rails,Body-color bumpers w/dark lower inserts,P235/60R18 tires,Rear privacy glass,18 alloy wheels,Chrome door & liftgate handles,Intermittent rear window wiper w/washer,P235/60R18 all-season tires,Auto on/off headlamps,Roof rack side rails,Tinted windshield & front windows,Chrome door handles,18x 7 alloy wheels,Windshield wiper de-icer,Pwr tilt/sliding sunroof,P235/65R17 all-season tires,Compact spare tire,Fog lamps,Body-color manual folding pwr heated mirrors,Warning lights -inc: oil pressure battery door ajar brake check engine,Woodgrain trim,(3) assist grips,Simulated leather door trim w/integrated armrest,Leather wrapped 4-spoke steering wheel w/audio & cruise controls,Full carpeting,Remote keyless entry system w/alarm,Lockable glove box,Leather seat trim,60/40 split-folding bench seat -inc: fold-flat driver side & flip fold-flat passenger side,Trip computer,Rear window defroster w/timer,Lamps,Pwr door locks,Tilt/telescopic steering wheel w/audio & cruise controls,Cupholders -inc: (2) front/(2) rear center console (4) in doors,Dual zone automatic temp control w/outside temp display -inc: CleanAir ionizer,Remote hood/fuel door releases,Cruise control,Pwr windows w/driver auto-up/down,Deluxe metal accent door scuff,Instrumentation -inc: tachometer coolant temp odometer trip odometer clock,Heated front bucket seats -inc: 8-way pwr driver multi-adjustable manual passenger driver pwr lumbar support active head restraints w/tilt,Dual front sunvisors w/illuminated vanity mirrors,Rear coat hangers,Dual zone automatic temp control w/outside temp display,Electrochromic rearview mirror -inc: compass & HomeLink integrated transceiver,Leather wrapped shift knob,(3) aux pwr outlets,115V pwr outlet,3.5L DOHC V6 24-valve engine,6-speed automatic transmission -inc: OD SHIFTRONIC,Front wheel drive,Trailer prep pkg -inc: transmission cooler upgraded radiator upgraded fans trailer pre-wiring,Dual exhaust,Pwr rack & pinion steering,Ventilated front/solid rear disc brakes,Independent multi-link rear suspension w/gas shocks,Front/rear stabilizer bars,Lock up torque converter,Independent MacPherson strut front suspension w/gas shocks,**PRELIMINARY STANDARD EQUIPMENT**,Rear door child safety locks,Front height adjustable seatbelts w/pretensioners & force limiters,Roof-mounted side-impact curtain airbags,Electronic stability control (ESC) w/traction control system (TCS),Tire pressure monitor system,Rear door child saftey locks,Energy-absorbing steering column,3-point seatbelts for all positions,Body-side reinforcements,4-wheel anti-lock brakes (ABS) -inc: electronic brake force distribution (EBD) brake assist,Hood buckling creases/safety stops,Front seat-mounted side-impact airbags,Shift interlock system,Occupant classification system (OCS),2nd row lower anchors & tethers for children (LATCH) system,Driver & front passenger advanced airbags,Front/rear crumple zones

 

Go to URL below to Email, Get Financed and View More Pictures
http://vehiclefinderusa.com/towerautosales/5NMSK4AG0AH362577





        Dealer Information
    


Tower Auto Sales
Phone : (518) 213-5275

1806 State Street Schenectady, NY 12304



Why Buy From Us ???  
        Why Buy From Us ???  Here at Tower Auto Sales in Schenectady NY, we strive to help everyone, regardless of their recent credit history get into a car, truck or SUV that meets their transportation needs. We work with a diverse group of lenders, allowing us to offer the best rates and terms available for your next vehicle purchase. Got Credit Problems? Call us Today!What Our Customers Are Saying....I would highly recommend Tower Auto Sales to anyone looking for a used car!!! I recently purchased a 2012 Ford Fusion from Tower Auto Sales. The car was very clean and priced appropriately, the dealership had a comfortable atmosphere and the staff was extremely friendly, helpful and honest. Tower Auto Sales was a REFRESHING car buying experience!! Jason From Galway




2010 Hyundai** Santa** Fe**  
                Toyota* Highlander*  
                Nissan* Pathfinder*  
                Honda* Pilot*  
        

**HYUNDAI** **SANTA FE** **HYUNDAI** **SANTA FE** **HYUNDAI** **SANTA FE** **HYUNDAI** **SANTA FE** **HYUNDAI** **SANTA FE**

Powered by : IproSell 		2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 15 14 13 12 11 10 09 08 07 06 05 04 03 02 01
    "
HONDA 500 FOREMAN POWER STR. NEW 2015 !!,http://albany.craigslist.org/snd/5696322896.html,Not Listed, (JAF HONDA),2016-07-22,21:44:09,2016-08-08,21:25:05,"
SPECIAL PURCHASE ! NEW LEFTOVER ! YOUR CHOICE SPECIAL BLK. COLOR ! SAVE $$ JAF HONDA 
show contact info
"
2015 Honda Cbr 650 f,http://albany.craigslist.org/mcy/5665702020.html,$6000, (Schenectady),2016-07-03,13:56:34,N/A,,"
Selling a  Honda Cbr 650 f 
Bought last year n hardly rode. Don't have the time. It has 160 miles on it. Is brand new. Beautiful bike 6000 or best offer bike was 7500 when I bought it n originally priced at 8400 from Albany Honda...    "
2015 ODES Raider EPS 800cc Sport 2 Seater Side by,http://albany.craigslist.org/snd/5690626770.html,$11495," (Hoosick Falls, NY)",2016-07-19,13:45:08,2016-08-17,14:09:58,"
Call John Cipperley at 
 show contact info
ext 13or text 13 to 
 show contact info
for full details
http://15575.valuepowersports.net/vslp/26812076/2/16430162/13
DescriptionYou can own it for as little as $48 per week with $0.00 Down Payment − ""Apply Today""The 2015 Raider EPS 800cc is the ultimate dual sport side by side.  With the ODES 800cc V-Twin, Fuel Injected Engine that produces a staggering 60HP and industry leading towing capability of 2200lbs it's no wonder why so many people are going with ODES Products over the competition.  The Raider comes fully equipped with LED Lighting, MP3/Bluetooth Radio, 3500lbs and more standard features than our competition.  If you want to blaze the trail and make all your friends envy your ride, go pick up a Raider 800 and smash the competition!  You won't ever have to worry about getting dirty because you will always be in the lead! If you are in search of a new UTV come test drive the Raider EPS models and feel the difference!Available in:  Carbon Fiber Red, Carbon Fiber Black or Carbon Fiber WhiteFINANCING AVAILABLE:  Rates as low as 0% with $0 Down Payment Required. ZERO ""OUT OF POCKET"" All Raider EPS Models come FULLY LOADED with the following standard features that all other companies charge extra for.-32"" Combo LED Light Bar-3500lbs Front Winch-Electric Power Steering-14"" Aluminum Wheels on 27"" Tires-MP3/Bluetooth/AM-FM Sound System-Heavy Duty Roof & Windshield-Heavy Duty Front & Rear Bumpers -Metal Framed Doors w/ Auto Latching System -3 Tone Adjustable Seats-12v Cab Power Source -Metal Front & Rear A-Arm Guards -4 Wheel Hydraulic Disc Braking System-Easy to use Automatic CVT TransmissionAnd much more!Financing Rates 0% for 36, 1.99% for 48, 2.99% for 60, 4.99% for 72All Financing Plans Require $0 Down w.a.c.We also have other financing rates that accept credit scores as low as 580Below are the full specifications for this modelEngine Type   800cc V-Twin Cylinder 4 Stroke EFIHorsepower   60 HorsepowerEngine Oil   Royal Purple 10w/40 Max Cycle Synthetic Oil™Max Torque   73N.m (4000r/min)Compression Ratio  10:3:1Cooling Lubricant  Royal Purple Purple Ice™Intake/Air   Front Snorkel, Center Intake, Rear IntakeTop Speed   58MPH (depending on rider weight, load and driving conditions)Drive Type   Fully AutomaticGears    L-H-N-R-PClutch    CVTech Clutch System™Drive    Shaft Drive Front/Rear4x4 Capable   2x4, 4x4, Differential Locking Switch Starting System   Push To StartIgnition    Delphi-EFI™Fuel System   Electronic Fuel Injection-Delphi EFI™Fuel Capacity   6 GallonsUTV Dimensions  115""""(L) x 64""""(W) x 79"""" (H)Cargo Bed Dimensions  31.5""""(L) x 43.9"""" (W) x 12.4"""" (H)Ground Clearance  14.4 InchesTowing Capacity  2200LBS (330 Tongue)"",""32"""" Combo LED Light Bar,Built-in Radio/Bluetooth/MP3 Player with Speakers,3500lb Front Winch - Wirelss Winch Controller,HD Composite Roof,Rear Tie Down Bars,Windshield,Side Mirrors,Push Button Start,14"""" Aluminum Wheels,27"""" Tires (6 Ply),Extended Fender Flares,Tow Hitch Receiver - 2"""" Tow Ball,Triple Tone Ergonomic Adjustable Seating,Digital Display,12v Interior Power Outlet,Interior Grab Bars,Fully Automatic Transmission H-L-R-N-P,Emergency Brake System,Independent 4 Wheel Disc Brakes,Independent Dual A-Arm Suspension,Metal A-Arm Guards,Metal Radiator Guards,Dual Fan Cooling System,High Flow Performance Radiator Hoses,Integrated Turn Signals,Locking Glove Box,Bed Tie Down HooksInfoStock #: LV_242DetailsCondition: NewDrivetrainEngine Description: 800cc V-Twin Fuel Injected (60HP)Polaris, Yamaha, BRP, canam, can am, Honda, Suzuki, Kawasaki, Artic Cat, Bennche, Massimo, Hisun, BMS, Coleman, CF Moto, CFMoto, Badboy, Mahindra, cub cadet, atv, quad, utv, side by side, side x side, 4wd, awd, mudding, trail, farm, utility, sport, 1000, 800, 900, 850, 700, 750, 650, 660, 500, 550, 400, 250, cc, winch, led bar, hunting, TRX, Rincon, fourtrax, rancher, pioneer, wildcat, prowler, HDX, John deere, gator, rsx, alterra, big bore, trv, tbx, brute force, kfx, mule, teryx, camo, kingquad, king, Ozark, grizzly, Kodiak, yxz, wolverine, Viking, ranch, raptor, yxf, sportsman, 450, 570, ace, ranger, general, rzr razor, razer, slingshot, sling shot, highlifter, high lifter, lifted, outlander, defender, commander, maverick, strike, volunteer, challenger, intimidator, branson, ls, new Holland, hustler, bad boy, stampede, vehicle, mower, ez go, club car, clubcar
emt4hdmyhrpqnz3g33bf4u1gqk    "
2015 Honda Ruckus,http://albany.craigslist.org/mcy/5691266740.html,$2350,Not Listed,2016-07-19,19:54:00,N/A,,"
This bike is like new with a little over 500 miles on it. All stock parts are included. No major modifications, minor bolt-on aesthetics. To purchase this bike new and add all the mods it would be over 3k. Going to school and need to sell. Would consider trades for the right 5 speed car. 

Lowdown seat bracket
Custom handlebar setup
Speedo mounted in battery box
Shaved bunny ears and repainted headlight bracket
KN Variator

This bike has no lien, ready to go. Not a single issue with the bike, just had its first oil change. The bike has a 12 month transferable warranty as of April of this year when the bike was purchased new. It's a fun little runabout, just can't take it with me.    "
2011 Honda Odyssey EX-L 4dr Mini Van Minivan,http://albany.craigslist.org/ctd/5731954816.html,$18995, (*Honda* *Odyssey*),2016-08-14,11:13:07,N/A,,"
       
        Tower Auto Sales

            Call Us : (518) 213-5275


        General Information
    


Year : 2011
            

Make : *Honda*
            

Model : *Odyssey*
            

Exterior Color : RD
        

Interior Color : Unspecified
                

Fuel : GASOLINE
                

Transmission : AUTOMATIC 5-SPEED
                

Engine : 3.5L V6
                

Stock Number : 9198
        

VIN Number : 5FNRL5H64BB074692
        

Miles : 73401
            

Price : 

          
                $ 18995
          
            



        Vehicle Information
    



Description : 

                        Our Hyundai Sonata is a roomy and comfortable mid size sedan with a level of quality and refinement that may surprise you. It costs less than the name brands, but measures up well against them.   Our front-wheel-drive, manual Sonata receives a sporty 4 cylinder which generates plenty of power to pass on the highway while still only sipping the gas.  Take a look at our pictures and you will see this Sonata is packed with all of the features that you would expect and more!  Our Sonata cruises comfortably down the highway, even at elevated speeds. Its steering is sharp and responsive. This Sonata delivers a satisfying performance and would make a great addition to your family. Print this page and call us Now... We Know You Will Enjoy Your Test Drive Towards Ownership! Stop in today at Tower Auto Sales or give us a call at 518-382-8397!

Options : 

                        229-watt AM/FM/CD audio system -inc: MP3/WMA/AAC playback 2-GB library memory aux input jack USB audio interface radio data system (7) speakers w/subwoofer,Bluetooth HandsFreeLink communication,Integrated glass antenna,Heat-rejecting glass,Dual pwr sliding doors,Pwr tailgate,Chrome tailgate garnish,Intermittent rear window wiper w/washer,2-speed variable intermittent windshield wipers,Rear roofline spoiler w/integrated brakelight,P235/65R17 all-season tires,Compact spare tire (2010),17 X 7 alloy wheels,Halogen headlights -inc: auto-on/off,Heated pwr mirrors,Rear privacy glass,Halogen headlights w/auto-on/off,Pwr tilt & slide moonroof,Compact spare tire,Rear window defroster,(4) cargo area bag hooks,Front/2nd/3rd row floor mats,Rear storage well,Front leather heated captains chairs -inc: 10-way pwr driver seat driver pwr lumbar 4-way pwr passenger seat active adjustable head restraints,Programmable remote entry system,2nd row pwr windows,Front/2nd row passenger assist grips,Cool box,(8) cargo area tie-down anchors,Removable front center console -inc: storage & flip-up trash bag ring,Front door courtesy lights,Ambient console lighting,Front pwr windows w/driver & front passenger auto-up/down,Cargo area light,Security alarm system,Immobilizer theft-deterrent system,Cruise control,Instrumentation -inc: information display tachometer miles-to-empty compass outside temp display,Warning lights -inc: low-fuel low-oil pressure door/tailgate open passenger-side airbag-off,2nd row integrated sunshades,3rd row 60/40 Magic Seat -inc: one-motion stowing feature head restraints,Auto-dimming rearview mirror,Maintenance Minder system,Front & 2nd row seatback pockets,Instrument panel-mounted shifter,2-front & 1-rear 12V pwr outlets,Tri-zone automatic climate control -inc: humidity control air filtration,Rear seat heater ducts,Programmable pwr door/tailgate locks,Coin holder,(15) cup holders,Remote fuel filler door release,Front bag hook,Front/2nd/3rd row map lights,Tilt & telescopic leather-wrapped steering wheel -inc: wheel-mounted audio phone & cruise controls,Scrolling & mini-line display -inc: selector knob,Dual illuminated visor vanity mirrors,Conversation mirror w/sunglasses holder,8-passenger seating,HomeLink universal garage door opener,Wide-mode adjustable 2nd-row seats -inc: leather trimmed outboard seats multi-function center seat walk-in feature armrests head restraints,Pwr ventilated front disc brakes solid rear disc brakes,Variable pwr rack & pinion steering,Active Noise Cancellation (ANC),Multi-link double wishbone rear suspension,Front wheel drive,Variable Cylinder Management (VCM),Active control engine mount system (ACM),Front stabilizer bar,3.5L SOHC MPFI 24-valve i-VTEC V6 engine,MacPherson strut front suspension,Direct ignition system,Drive-by-Wire throttle system,5-speed automatic transmission,**ALL STANDARDS ARE 2011 UNLESS OTHERWISE NOTED**,Side-impact door beams,Daytime running lights,3-point seat belts in all seating positions -inc: front automatic tensioning system front & 2nd row outboard adjustable seatbelt anchors,4-wheel anti-lock braking system (ABS) w/electronic brake distribution (EBD),Lower anchors & tethers for children (LATCH) -inc: 2nd row teather anchors & lower anchors in all seating positions 3rd row tether anchors in all seating positions & lower anchors in outboard positions,Lower anchors & tethers for children (LATCH) -inc: 2nd row tethers anchors & lower anchors in all seating positions 3rd row tether anchors in all seating positions & lower anchors in outboard positions,Tire pressure monitoring system w/location & pressure indicators,Brake assist,Child-proof rear door locks,Rear camera with guidelines,Vehicle Stability Assist (VSA) w/traction control,Tire pressure monitoring system,Front/2nd/3rd row side curtain airbags w/rollover sensor,Dual front side-impact airbags w/passenger-side occupant position detection system,Advanced Compatibility Engineering (ACE) body structure,Dual-stage dual-threshold

 

Go to URL below to Email, Get Financed and View More Pictures
http://vehiclefinderusa.com/towerautosales/5FNRL5H64BB074692





        Dealer Information
    


Tower Auto Sales
Phone : (518) 213-5275

1806 State Street Schenectady, NY 12304



Why Buy From Us ???  
        Why Buy From Us ???  Here at Tower Auto Sales in Schenectady NY, we strive to help everyone, regardless of their recent credit history get into a car, truck or SUV that meets their transportation needs. We work with a diverse group of lenders, allowing us to offer the best rates and terms available for your next vehicle purchase. Got Credit Problems? Call us Today!What Our Customers Are Saying....I would highly recommend Tower Auto Sales to anyone looking for a used car!!! I recently purchased a 2012 Ford Fusion from Tower Auto Sales. The car was very clean and priced appropriately, the dealership had a comfortable atmosphere and the staff was extremely friendly, helpful and honest. Tower Auto Sales was a REFRESHING car buying experience!! Jason From Galway




**HONDA** **ODYSSEY** **HONDA** **ODYSSEY** **HONDA** **ODYSSEY** **HONDA** **ODYSSEY** **HONDA** **ODYSSEY**

Powered by : IproSell 		2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 15 14 13 12 11 10 09 08 07 06 05 04 03 02 01
    "
2015 Honda Shadow Aero (VT750C),http://albany.craigslist.org/mcd/5648861912.html,Not Listed," (Bennington, VT)",2016-06-22,18:54:41,2016-07-22,09:37:07,"
2015 HONDA SHADOW AERO (VT750C) 
InfoType: CruiserStock #: 200203DetailsColor: RedCondition: NewDrivetrainEngine Size: 745Transmission: Wide-ratio 5-speed
DescriptionJust Arrived!!!  Righteous Look. Right Price.      You don’t kick back and relax in a suit and tie. When you want to take it easy  you slip into something more comfortable  a little more your style. Same with a motorcycle. And time is the test of style. So when you want to go for a nice  relaxed ride  you want a bike that fits you like your favorite leather jacket or your old blue jeans  and one that looks just as chill too. And that’s what the Honda Shadow Aero is all about. Our Shadow line of cruisers are some of the most popular bikes on the road  and one look at the Shadow Aero will tell you why. Features like its spoked wheels  full fenders and long  chromed mufflers are all about taking it easy  and looking good while you’re doing it. But the Aero rider also gets some thoroughly modern performance courtesy of this bike’s 745 cc V-twin engine  specially tuned for low-revving torque. Maintenance-reducing features like shaft final drive make the Aero easy to own. And best of all  the Aero is a huge bargain  giving you a big-bike ride without the big-bike price. 
Ronnie's Cycle Bennington
address:    2601 West Road Bennington VT, 05201phone:      &phone; 
show contact info
ext 153text: 153 to 
 show contact info
for more details 
link:       http://6937.mycyclesearch.com/l/21053872/2/15909609/153 
contact:    Ronnie's Cycle of Bennington

"
2016 ODES Raider EPS 800cc Sport 2 Seater Side by Auto - CVT Red,http://albany.craigslist.org/snd/5699862327.html,$11799," (Hoosick Falls, NY)",2016-07-25,11:33:09,2016-08-17,14:10:32,"
JC Tractor and PowersportsContact: 
 show contact info
ext 18text: 18 to 
 show contact info
for more details


http://15575.valuepowersports.net/s/26812074/2/16531022/18


InfoStock # : LV_240DetailsColor : RedCondition : NewDrivetrainEngine Description : 800cc V-Twin Fuel Injected (60HP)




Description You can own it for as little as $48 per week with $0.00 Down Payment − ""Apply Today""The 2015 Raider EPS 800cc is the ultimate dual sport side by side.  With the ODES 800cc V-Twin, Fuel Injected Engine that produces a staggering 60HP and industry leading towing capability of 2200lbs it's no wonder why so many people are going with ODES Products over the competition.  The Raider comes fully equipped with LED Lighting, MP3/Bluetooth Radio, 3500lbs and more standard features than our competition.  If you want to blaze the trail and make all your friends envy your ride, go pick up a Raider 800 and smash the competition!  You won't ever have to worry about getting dirty because you will always be in the lead! If you are in search of a new UTV come test drive the Raider EPS models and feel the difference!Available in:  Carbon Fiber Red, Carbon Fiber Black or Carbon Fiber WhiteFINANCING AVAILABLE:  Rates as low as 0% with $0 Down Payment Required. ZERO ""OUT OF POCKET"" All Raider EPS Models come FULLY LOADED with the following standard features that all other companies charge extra for.-32"" Combo LED Light Bar-3500lbs Front Winch-Electric Power Steering-14"" Aluminum Wheels on 27"" Tires-MP3/Bluetooth/AM-FM Sound System-Heavy Duty Roof & Windshield-Heavy Duty Front & Rear Bumpers -Metal Framed Doors w/ Auto Latching System -3 Tone Adjustable Seats-12v Cab Power Source -Metal Front & Rear A-Arm Guards -4 Wheel Hydraulic Disc Braking System-Easy to use Automatic CVT TransmissionAnd much more!Financing Rates 0% for 36, 1.99% for 48, 2.99% for 60, 4.99% for 72All Financing Plans Require $0 Down w.a.c.We also have other financing rates that accept credit scores as low as 580Below are the full specifications for this modelEngine Type   800cc V-Twin Cylinder 4 Stroke EFIHorsepower   60 HorsepowerEngine Oil   Royal Purple 10w/40 Max Cycle Synthetic Oil™Max Torque   73N.m (4000r/min)Compression Ratio  10:3:1Cooling Lubricant  Royal Purple Purple Ice™Intake/Air   Front Snorkel, Center Intake, Rear IntakeTop Speed   58MPH (depending on rider weight, load and driving conditions)Drive Type   Fully AutomaticGears    L-H-N-R-PClutch    CVTech Clutch System™Drive    Shaft Drive Front/Rear4x4 Capable   2x4, 4x4, Differential Locking Switch Starting System   Push To StartIgnition    Delphi-EFI™Fuel System   Electronic Fuel Injection-Delphi EFI™Fuel Capacity   6 GallonsUTV Dimensions  115""""(L) x 64""""(W) x 79"""" (H)Cargo Bed Dimensions  31.5""""(L) x 43.9"""" (W) x 12.4"""" (H)Ground Clearance  14.4 InchesTowing Capacity  2200LBS (330 Tongue)"",""32"""" Combo LED Light Bar,Built-in Radio/Bluetooth/MP3 Player with Speakers,3500lb Front Winch - Wirelss Winch Controller,HD Composite Roof,Rear Tie Down Bars,Windshield,Side Mirrors,Push Button Start,14"""" Aluminum Wheels,27"""" Tires (6 Ply),Extended Fender Flares,Tow Hitch Receiver - 2"""" Tow Ball,Triple Tone Ergonomic Adjustable Seating,Digital Display,12v Interior Power Outlet,Interior Grab Bars,Fully Automatic Transmission H-L-R-N-P,Emergency Brake System,Independent 4 Wheel Disc Brakes,Independent Dual A-Arm Suspension,Metal A-Arm Guards,Metal Radiator Guards,Dual Fan Cooling System,High Flow Performance Radiator Hoses,Integrated Turn Signals,Locking Glove Box,Bed Tie Down Hooks


Polaris, Yamaha, BRP, canam, can am, Honda, Suzuki, Kawasaki, Artic Cat, Bennche, Massimo, Hisun, BMS, Coleman, CF Moto, CFMoto, Badboy, Mahindra, cub cadet, atv, quad, utv, side by side, side x side, 4wd, awd, mudding, trail, farm, utility, sport, 1000, 800, 900, 850, 700, 750, 650, 660, 500, 550, 400, 250, cc, winch, led bar, hunting, TRX, Rincon, fourtrax, rancher, pioneer, wildcat, prowler, HDX, John deere, gator, rsx, alterra, big bore, trv, tbx, brute force, kfx, mule, teryx, camo, kingquad, king, Ozark, grizzly, Kodiak, yxz, wolverine, Viking, ranch, raptor, yxf, sportsman, 450, 570, ace, ranger, general, rzr razor, razer, slingshot, sling shot, highlifter, high lifter, lifted, outlander, defender, commander, maverick, strike, volunteer, challenger, intimidator, branson, ls, new Holland, hustler, bad boy, stampede, vehicle, mower, ez go, club car, clubcarx64tbs82n5nn2sehraybl9rzxi    "
NEW HONDA CBR300R,http://albany.craigslist.org/mcd/5736950316.html,$4319," (PALATINE BRIDGE,NY)",2016-08-17,12:15:53,N/A,,"
BRAND NEW 2015 HONDA CBR300R IN BLACK,LIQUID COOLED ,6-SPEED TRANS ,FUEL INJECTED SPORT BIKE WITH FULL BODYWORK.FACTORY INCENTIVE OF $200.00 AND DEALER CASH OFF OF $200.00 ,CALL BARRY  AT 
show contact info
ORIGINAL LIST OF$4719.00    "
